pdv;premise;categoria_pdv;zipcode
8566292144644668536;On Premise;Restaurant;80023
311453603666363590;On Premise;Restaurant;80487
8060881195497039246;Off Premise;Convenience;30012
8708232251734996854;On Premise;Asian;30092
4579372034576992268;On Premise;Bar;80537
1152066409959076703;On Premise;Restaurant;80203
8996107539832576118;Off Premise;Grocery;80102
8728184570832402065;On Premise;Restaurant;30094
5077327874228029971;On Premise;Stadium/Concession;80204
9010096515959936044;On Premise;Restaurant;80112
1194636340739726889;On Premise;Sports/Rec Club;80422
5054554016579548250;On Premise;Restaurant;80528
6091900960772698483;Off Premise;Convenience;80538
4016469688039559182;Off Premise;Package/Liquor;81091
3918506601075183751;On Premise;Billiard/Bowling;81650
1656871041243473309;Off Premise;Convenience;30084
3600393613245114033;On Premise;Restaurant;30309
6333773338951997440;Off Premise;Grocery;80220
7180452719756007498;Off Premise;Military;31905
3633790490745603955;Off Premise;Package/Liquor;30005
5715508999049686556;On Premise;Bar;80524
9085226521540662804;On Premise;Irish;80482
7393373984932201224;On Premise;Restaurant;80487
100190811186115530;On Premise;Asian;80002
275293572662987094;Off Premise;Package/Liquor;30013
1405310223918829065;On Premise;Mexican Rest;30075
5227690632251435980;On Premise;Restaurant;80302
1358792977874154306;Off Premise;Club Store;30328
6786620646553234011;On Premise;Restaurant;30188
104900881890752405;On Premise;Service Org;80023
7857452368075368025;On Premise;Mexican Rest;80216
5840370518690283241;On Premise;Restaurant;81301
2529235298724118624;On Premise;Music Venue;80216
907726531140561173;Off Premise;Convenience;30148
1496792094677043549;On Premise;Service Org;80204
5759800084926904268;Off Premise;Package/Liquor;30101
7123238978774092183;Off Premise;Convenience;30747
2490395312838725974;Off Premise;Package/Liquor;30701
9192096020507390854;Off Premise;Package/Liquor;80526
875648287437007474;On Premise;Barbeque;80443
7178548479211556324;On Premise;Bar;80121
2477992968598889578;Off Premise;Grocery;80127
3697571035736549776;Off Premise;Convenience;80863
6626030387837978658;Off Premise;Convenience;30125
9181964063772726623;On Premise;Mexican Rest;80911
2496436979620561453;Off Premise;Convenience;81001
4060769901824621751;On Premise;Restaurant;80923
8714960846327990041;Off Premise;Convenience;30188
6359612165592426195;Off Premise;Package/Liquor;30096
7011687022084168300;On Premise;Stadium/Concession;80211
2852034628617093633;Off Premise;Club Store;80209
8860764389718310019;On Premise;Restaurant;81506
7818123599565592275;Off Premise;Grocery;80537
4724648322546833280;On Premise;Coffee House;80014
5427419195632281473;Off Premise;Package/Liquor;80122
4501014154973793994;Off Premise;Convenience;80829
6566465418958189833;On Premise;Restaurant;80517
6980331373035834662;On Premise;Bar;80209
1253511884238380327;On Premise;Restaurant;80014
5944826221770866488;Off Premise;Grocery;80004
1612911621006466944;On Premise;Asian;80206
8362934997281458492;On Premise;Bar;80218
8966610397988407152;Off Premise;Package/Liquor;80234
1650494719599749352;Off Premise;Convenience;81212
1839112719249819410;On Premise;Bar;30312
5378608275538407280;On Premise;Country/Western;80216
7832232399836264821;On Premise;Stadium/Concession;80615
1840158112109000883;On Premise;Other On Premise;80501
7994935441764078649;On Premise;Restaurant;30013
8296620369430867172;On Premise;Golf - Private;30189
6316245964265367019;On Premise;Restaurant;81089
8387706366019156666;Off Premise;Convenience;30046
161947745622470078;On Premise;Hotel/Motel;80525
2711438403612451622;On Premise;Restaurant;80104
1859309642467455854;On Premise;Other On Premise;81632
1967203216338136167;On Premise;Restaurant;80209
450063985173700232;On Premise;Restaurant;80921
434231841173320414;On Premise;Bar;80467
4673115858233602256;On Premise;Italian;80023
8878025658042952662;On Premise;Restaurant;80538
2866379461020353700;Off Premise;Grocery;30024
6420793297497834120;Off Premise;Convenience;30114
1021309918106175362;Off Premise;Convenience;80904
3317039554765937556;On Premise;Hotel/Motel;80216
5833821475361240834;On Premise;Theatre;30096
5789344689896753400;Off Premise;Convenience;80233
293390748363019794;Off Premise;Package/Liquor;81050
9147378323051507547;On Premise;Restaurant;81019
1569142852003873453;Off Premise;Convenience;80921
7433579736708006935;Off Premise;Convenience;30071
8822333345782464529;Off Premise;Super Center;80521
2837038690861041369;On Premise;Restaurant;81321
678085242675616784;On Premise;Hotel/Motel;80238
4289612138535367770;Off Premise;Convenience;30032
4955548444407072588;On Premise;Bar;80110
9164830066240258668;On Premise;Mexican Rest;30540
5189462453831405290;On Premise;Other On Premise;80026
3022477193449537793;Off Premise;Package/Liquor;31525
6331914670493858907;Off Premise;Convenience;80443
4073789823599520042;Off Premise;Package/Liquor;31525
6275551499370546572;Off Premise;Convenience;30517
438520484720188884;Off Premise;Grocery;30047
3635901804134367288;On Premise;Restaurant;30084
2185162264893472558;Off Premise;Convenience;80027
7775186090584548629;On Premise;Stadium/Concession;80921
5773846260078277176;On Premise;Restaurant;80224
4710525001168885111;Off Premise;Package/Liquor;80525
4244386570529394102;Off Premise;Package/Liquor;80916
293746636587643478;On Premise;Other On Premise;80027
7314965294464421249;On Premise;Mexican Rest;80209
8171920054431984599;Off Premise;Package/Liquor;30083
2346451916724170203;Off Premise;Convenience;30519
5992983511647075278;Off Premise;Convenience;30316
483021511708111529;On Premise;Bar;81082
933166168726659628;Off Premise;Package/Liquor;31972
6727826082303065358;Off Premise;Convenience;30047
9067603228074953301;On Premise;Other On Premise;80211
2389148903835685831;Off Premise;Convenience;80102
2164112248081699332;Off Premise;Convenience;80503
3275112911560198166;On Premise;Barbeque;30005
7704292597947640980;Off Premise;Package/Liquor;80501
6285278503104165691;On Premise;Asian;30214
1713492740615545527;On Premise;Hotel/Motel;80528
1199362321606248094;Off Premise;Grocery;80003
948005078630222380;On Premise;Restaurant;80206
6868220720015077657;Off Premise;Convenience;80537
3086489695658655739;On Premise;Other On Premise;81520
7156086745182654866;Off Premise;Grocery;80526
5533796490928070340;On Premise;Mexican Rest;80118
4224829721747489940;Off Premise;Package/Liquor;80440
5565284906142292663;Off Premise;Convenience;30024
8184565139377519225;Off Premise;Drug;30058
4435728963949221148;On Premise;Restaurant;80206
6227034892859365705;Off Premise;Convenience;30752
9117651543329450655;On Premise;Mexican Rest;30341
8977957608966289566;Off Premise;Package/Liquor;81067
6094605816865972744;Off Premise;Package/Liquor;81432
7023714174303564173;Off Premise;Package/Liquor;80015
746787142493953381;Off Premise;Convenience;30084
1002789537408335681;On Premise;Restaurant;30022
4426681823543247068;On Premise;Stadium/Concession;80210
8066389637702697903;Off Premise;Convenience;30360
2184465763821665099;Off Premise;Package/Liquor;30014
3801901154998569794;On Premise;Billiard/Bowling;80202
4125758163189984075;On Premise;Music Venue;80401
3269426642150488720;Off Premise;Package/Liquor;80644
6422985581837809066;On Premise;Bar;80466
3319996739686026644;On Premise;Special Event;30102
4698247862488577594;Off Premise;Package/Liquor;31602
2542215487450916764;Off Premise;Convenience;30720
1307076786848874693;On Premise;Winery;30161
4568041320813523852;On Premise;Mexican Rest;80550
8785062634921790702;On Premise;Bar;80216
2407582280853597920;On Premise;Bar;80903
6660536068140065053;On Premise;Pizza;30012
5144269774259288047;On Premise;Asian;30043
8828032363014121787;On Premise;Restaurant;81645
7294921508546078302;Off Premise;Convenience;30012
2822401897787730212;On Premise;Hotel/Motel;81601
5669910123151852912;Off Premise;Convenience;30093
2159298191405522880;Off Premise;Convenience;30120
6918696291908819885;Off Premise;Convenience;30540
6440441834515310033;On Premise;Restaurant;80021
7097937876161276191;Off Premise;Package/Liquor;80482
3848406361689276868;On Premise;Golf - Private;80235
2839276876124819722;Off Premise;Package/Liquor;80906
3745486618320966910;On Premise;Restaurant;81326
3984365453387556355;On Premise;Restaurant;30075
9008834466245756180;Off Premise;Convenience;30121
8562785644705921521;On Premise;Restaurant;31522
3717616826000517585;Off Premise;Package/Liquor;80260
8260797629165204040;On Premise;Restaurant;30701
7663374039903699133;Off Premise;Convenience;30084
6400993042397726638;Off Premise;Package/Liquor;30338
5213312376052196173;On Premise;Hotel/Motel;80023
3068744056662466131;Off Premise;Package/Liquor;80549
8808607136749405164;Off Premise;Package/Liquor;80435
4550693555592157171;On Premise;Restaurant;30339
8247252262691596471;On Premise;Theme Park;80211
4531519766691510040;On Premise;Restaurant;80104
5216192928715554848;Off Premise;Convenience;80219
3560073076133190759;On Premise;Mexican Rest;30017
1055318442449840680;On Premise;Other On Premise;81225
8472017444403966786;Off Premise;Package/Liquor;81422
3993310036364428714;Off Premise;Package/Liquor;81521
713472367833700712;On Premise;Other On Premise;81657
1171291733239849374;Off Premise;Convenience;30094
7788704671526035462;Off Premise;Convenience;80003
6499477799063324327;Off Premise;Convenience;80909
1152188492140896637;Off Premise;Convenience;30518
3319785475970211196;On Premise;Bar;80104
4778514520862911693;On Premise;Hotel/Motel;81611
8684819621729802841;On Premise;Restaurant;80537
8645447665310298213;On Premise;Restaurant;80435
234241620878338953;On Premise;Restaurant;30165
3023847058734234724;On Premise;Mexican Rest;30046
4210683132222843506;On Premise;Other On Premise;80461
4212450028284115187;On Premise;Asian;80014
233807859234596464;On Premise;Other On Premise;80211
534050133234757651;On Premise;Restaurant;80124
1335463934211863878;Off Premise;Grocery;30087
2491765379742250206;On Premise;Restaurant;30909
2744762353298642324;On Premise;Restaurant;81657
6367675419402508760;Off Premise;Convenience;30084
4215570035868906648;On Premise;Restaurant;80218
6974801549195433841;On Premise;Golf - Public;81226
8776420525083622288;On Premise;Restaurant;30720
5530759671805955359;Off Premise;Convenience;30035
3991949166316881458;On Premise;Service Org;80933
2105415788997657834;On Premise;Bar;81226
7986519178913501505;On Premise;Restaurant;81230
413746079187410467;On Premise;Bar;30024
4330837951220202573;On Premise;Restaurant;80241
7729172815601510531;On Premise;Restaurant;80482
447166075229688350;On Premise;Other On Premise;81620
7604791030581063171;Off Premise;Convenience;30317
2284711307487906608;On Premise;Pizza;80524
4158391534762674079;Off Premise;Grocery;30114
3309983539732870114;Off Premise;Grocery;80302
4972014874208026205;On Premise;Theatre;30022
1499167236286040054;Off Premise;Convenience;80821
768157935921828331;Off Premise;Convenience;30741
5097294907128517702;On Premise;Hotel/Motel;80202
8846809910979044604;On Premise;Other On Premise;81147
5794123272631799571;On Premise;Mexican Rest;30092
1421255737288022624;Off Premise;Package/Liquor;31210
3112370778502878296;On Premise;Golf - Public;80014
1066124305554103066;On Premise;Pizza;30097
8313111384978753586;Off Premise;Convenience;30043
3376525035260808515;On Premise;Pizza;80126
4075656583709575170;On Premise;Golf - Private;30097
5510975679416544987;On Premise;Bar;30087
1867180022913330873;Off Premise;Convenience;81212
7748657993655797977;Off Premise;Convenience;30720
8735938704416124016;On Premise;Other On Premise;80534
6615787209684472794;On Premise;Restaurant;80538
7090804097529321428;On Premise;Restaurant;81101
568063389488329381;Off Premise;Convenience;30519
2345454604853900273;Off Premise;Drug;30114
4666092614006860888;Off Premise;Convenience;80122
8850994120865858400;On Premise;Special Event;80813
5497220700930088794;On Premise;Hotel/Motel;81657
6565642517507185862;Off Premise;Package/Liquor;30096
7263100694376278040;Off Premise;Package/Liquor;80401
4835187971958237077;On Premise;Italian;30188
1132296232481597588;Off Premise;Super Center;80110
318919532801649531;Off Premise;Convenience;30121
2624958500802362725;On Premise;Bar;30120
2130735044912011213;On Premise;Restaurant;80120
2904283814836480430;Off Premise;Grocery;30114
9220762828559535211;On Premise;Bar;80758
5095816675084654418;On Premise;Restaurant;81301
8206016980630374037;On Premise;Restaurant;80027
5162957176218328481;Off Premise;Package/Liquor;80906
7919559536322202334;On Premise;Other On Premise;81230
2566190492533298793;On Premise;Restaurant;30114
2492595296058737307;On Premise;Mexican Rest;80012
1548831862743656617;Off Premise;Convenience;30093
1714341844272990808;Off Premise;Package/Liquor;81526
2771237371846432640;On Premise;Hotel/Motel;80231
8062592507362367581;On Premise;Mexican Rest;80219
7723735136420187282;Off Premise;Convenience;81323
4963408502928797951;On Premise;Service Org;81435
4375655448495863979;Off Premise;Convenience;80302
6015401925039585181;Off Premise;Convenience;30533
2469749823255989753;Off Premise;Package/Liquor;80751
7973120247467986623;On Premise;Italian;80003
2531554698815216753;Off Premise;Convenience;80234
5382830646086960879;Off Premise;Grocery;81301
5070112701095021998;Off Premise;Convenience;30092
5687990534881414807;Off Premise;Drug;30024
7855571097834797926;Off Premise;Convenience;30114
1902721509892686520;On Premise;Restaurant;80302
8881861583449594181;On Premise;Restaurant;80645
7163706892569584668;On Premise;Bar;80424
4022853187416897276;On Premise;Restaurant;30120
3133325584726001032;On Premise;Hotel/Motel;80211
8631210776223789870;Off Premise;Package/Liquor;81301
5221064176929979955;Off Premise;Convenience;30731
8592136195757288321;On Premise;Other On Premise;80112
7586022013080399480;On Premise;Restaurant;80482
