produto;categoria;descricao;tipos;label;subcategoria;marca;fabricante
3202560406002236165;Distilled Spirits;COGNAC FRAPIN EXTRA 750ML;Distilled Spirits;Discontinued;Brandy / Cognac;Frapin Extra;Pacific Edge Wine & Spirits
1153858235870208485;Package;CHIHUAHUA EL PRIMERO 4/6 CN;Package;Discontinued;Lager;Chihuahua Cerveza El Primero;Chihuahua Brewing Company
2687058428030054354;Draft;WICKED WEED FREAK OF NATURE 1/2 KEG;Draft;Core;Other Draft;Wicked Weed Freak Of Nature;AB Anheuser Busch Inc
3564451815302242492;Package;LOVERBOY LEMON ICED TEA 4/6 11.5OZ CN;Package;Core;Other Package;Loverboy Lemon Iced Tea;Loverboy Inc.
1270210907131518321;Draft;SOUTHERN BREWING CO PILSEN GOLD 1/2 KEG;Draft;In&Out;Lager / Pilsner;Southern Brewing Company Pilsen Gold Pilsner;Southern Brewing Co
5877873774828313181;Non-Alcohol;KITU SUPER COFFEE VANILLA 6/4/11 CN;Non Alcohol;Core;Other Non-Alcoholic;Kitu Super Coffee Vanilla;AB Anheuser Busch Inc
1586689322276564072;Distilled Spirits;CUTWATER RTD VODKA MULE 6/4/12 CN;Distilled Spirits-RTD;Core;Ready-to-Drink;Cutwater Vodka Mule;AB Anheuser Busch Inc
3739102239682599152;Wine;KARL JOSEF RHEINHESSEN DORNFELDER 2020;Wine < 14 %;Discontinued;Red Wine;Karl Josef Rheinhessen Dornfelder;Marchetti
282480380869891443;Draft;TUCKER BREWING TUCKTOBERFEST MARZEN 1/6 KEG;Draft;In&Out;Lager / Pilsner;Tucker Brewing Tucktoberfest Marzen;Tucker Brewing Company
7202616994970827130;Distilled Spirits;KAH EXTRA ANEJO TEQUILA;Distilled Spirits;Core;Tequila / Mezcal;Kah Extra Anejo Tequila;Pacific Edge Wine & Spirits
1374328243601839769;ABA Spirits;SAZERAC VERA CRUZ SILVER TEQUILA WNBS 1LTR 42PRF;Wine > 14 %;Core;Other ABA Spirits;Cruz Del Sol Tequila Silver Tequila;Sazerac ABA
5829959864528288180;Distilled Spirits;STELLUM RYE;Distilled Spirits;Discontinued;Other Spirits;Stellum Rye;Barrell Craft Spirits
408176778893154041;Wine;ORMANNI CHIANTI DOCG ORGANIC 2017;Wine < 14 %;Discontinued;Red Wine;Ormanni Chianti Docg Organic;Classica International Nv
1110056916062514696;Wine;AZIENDA AGRICOLA SAN MARCO MOSCATO D'ASTI;Wine < 14 %;Clearing;Other Wine;Azienda Agricola San Marco Moscato D'Asti;Catamarca Imports
8255114644551138849;Distilled Spirits;REYES Y COBARDES SALMIANA;Distilled Spirits;Discontinued;Tequila / Mezcal;Reyes Y Cobardes Salmiana;Total Beverage Solution - Spirits
4316348816468700367;Package;MONDAY NIGHT BREWING DR ROBOT 4/6 CAN;Package;Core;Sour;Monday Night Dr. Robot Blackberry Lemon Sour;Monday Night Brewing
8028275120461206715;Distilled Spirits;PEREGRINE IMMATURE BRANDY;Distilled Spirits;Discontinued;Brandy / Cognac;Peregrine Immature Brandy;Falcon Spirits
1542087760546361715;Distilled Spirits;HARTLEY VSOP BRANDY 48/100ML 80PF;Distilled Spirits;;Brandy / Cognac;Hartley's VSOP Brandy;Sazerac Spirits
7294037770491213203;Wine;INDIE RIOT 2017;Wine > 14 %;Core;Red Wine;Indie Riot;Onx Winery
8969554699853462897;Wine;OLELO PASO ROBLES MERLOT 2018;Wine < 14 %;Discontinued;Red Wine;Oleo Paso Robles Merlot;Miller Family Wine Company
3618684691874128989;Draft;HUTTON & SMITH ROAM NEIPA 1/2 KEG;Draft;In&Out;Pale Ale;Hutton & Smith Roam NEIPA;Hutton & Smith Brewing Co
4192455163574074996;Wine;MARGARETT'S VINEYARD PETITE SIRAH 2016;Wine < 14 %;Discontinued;Red Wine;Margarett'S Vineyard Petite Sirash;Mcnab Ridge Winery
4298149923260022822;Wine;CHATEAU GISCOURS 2019;Wine < 14 %;Clearing;Red Wine;Chateau Giscours;Scott Levy
8897022903779247588;Draft;GOAT PATCH BREWING RED ALE 1/6 KEG;Draft;;Other Draft;Goat Patch It Takes A Tribe;Goat Patch Brewing
8225603854135715776;Wine;HINDSIGHT 20/20 NAPA VALLEY RED BLEND 2018;Wine > 14 %;Discontinued;Red Wine;Hindsight 20/20 Napa Valley Red Blend;Hindsight
3584756791920150212;Package;BEST OF BELGIUM SAMPLER 2/12/11.2 LN;Package;;Other Package;Best of Belgium Sampler (Belgian Sampler);AB Anheuser Busch Inc
2423750985911843667;Wine;REED WHITE HEART RIESLING 2020;Wine < 14 %;Specialty;White Wine;Reed White Heart Riesling;Legend Imports
8724610778413814252;Package;BLUE POINT TOASTED LAGER 4/6/12 CN;Package;Discontinued;Lager;Blue Point Toasted Lager;Tilray Brands
7279441887064407452;Distilled Spirits;BARRELL Z4C5 - TOPSHELF;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
6703825016362192294;Draft;WILD LEAP TOO PURE TO BE PINK 2022 1/6 KEG;Draft;In&Out;Pale Ale;Wild Leap Too Pure To Be Pink 2022;Wild Leap Brewing Co
6330558535050399797;Package;BLACK TOOTH BOMBER MOUNTAIN AMBER 4/6 CAN;Package;;Ale;Black Tooth Bomber Mountain Amber;Black Tooth Brewing Company
4961465683985003557;Package;BOLD ROCK LEMONADE SELTZER 2/12 CN;Package;Discontinued;Other Package;Bold Rock Hard Lemonade Seltzer;Bold Rock Hard Cider
7958346414522875878;Distilled Spirits;NEISSON RHUM AGRICOLE BLANC;Distilled Spirits;Core;Rum;Neisson Rhum Agricole Blanc;Caribbean Spirits
8430425940210842685;Non-Alcohol;EVAMOR WATER 24/20OZ BOTTLE;Non Alcohol;Core;Water;Evamor Water;Reily Beverage Company
2832495111405927192;Wine;CHATEAU MONTROSE 2008;Wine < 14 %;Discontinued;Red Wine;Chateau Montrose;Scott Levy
2225206050844830018;Non-Alcohol;AMINO ON SPARKLING STRAWBERRY 12/12 CN;Non Alcohol;Core;Energy;Amino Energy On Sparkling Strawberry;Glanbia Performance Nutrition
8034132435535588689;Distilled Spirits;MR BOSTON APRICOT BRANDY 12/1L 70PF;Distilled Spirits;;Brandy / Cognac;Mr. Boston Apricot Brandy;Sazerac Spirits
1551767033349289350;Draft;REFORMATION MITTENS GETS A BRAINFREEZE POPSICLE SOUR 1/2 KEG;Draft;In&Out;Sour / Wild Ale;Reformation Mittens Gets A Brainfreeze Popsicle Sour;Reformation Brewery
1581914304362867891;Package;ROLLING ROCK 30/12 CN;Package;Discontinued;Lager;Rolling Rock;AB Anheuser Busch Inc
2794250550295299725;Distilled Spirits;NUTRL VODKA SODA CRANBERRY VP 3/8 CN;Distilled Spirits-RTD;In&Out;Ready-to-Drink;Nutrl Vodka Soda Cranberry Variety Pack;AB Anheuser Busch Inc
332234684663113873;Wine;CHATEAU D'YQUEM 2019;Wine > 14 %;Clearing;White Wine;Chateau D'Yquem;Scott Levy
6691986128155870155;Wine;DOMAINE TATSIS YOUNG VINES 2015;Wine > 14 %;Close Out;Red Wine;Domaine Tatsis Young Vines;Dns Wines
7896615236634249525;Wine;SUNSHINE BLISS CHARDONNAY NV;Wine < 14 %;Private Label;White Wine;Sunshine Bliss Chardonnay;The Wine Group
945870105710456853;Package;BUD ICE 5/3/25 CN;Package;Core;Lager;Bud Ice;AB Anheuser Busch Inc
4429621327617541748;Wine;MURDOCH HILL RED BLEND 2019;Wine < 14 %;Discontinued;Red Wine;Murdoch Hill Red Blend;Legend Imports
8000206460883618986;Draft;WILD LEAP COAST WEST 2021 DIPA 1/6 KEG;Draft;In&Out;Other Draft;Wild Leap Coast West Double IPA;Wild Leap Brewing Co
2877165755791090986;Wine;PODERE CIONA SEMIFONTE IGT TOSCANA 2014;Wine < 14 %;Core;Red Wine;Rdi Fall 2015;Small Vineyards
2015322470523651177;Wine;BRULIAM PINOT NOIR TORREY HILL VINEYARD 2019;Wine > 14 %;Discontinued;Red Wine;Bruliam Pnoir Torrey Hill Vineyard;Bruliam Winery
379189457199117004;Distilled Spirits;CASA MEXICO ANEJO;Distilled Spirits;Core;Tequila / Mezcal;Casa Mexico Anejo;Casa Mexico
1013934481131638870;Package;ELEVATED SELTZER POMEGRANATE APPLE 4/6/12OZ CAN;Package;;Other Package;Elevated Hard Seltzer Pomegranate Apple;Elevated Seltzers
6673449460752341999;Tobacco;VLN KING CIGARETTES 10/20C;Tobacco;Core;;VLN King Cigarettes;NASCO Products
3272272752482145694;Draft;GOOSE ISLAND 312 LEMONADE SHANDY 1/2 KEG;Draft;In&Out;Specialty Beer;Goose Island 312 Lemonade Shandy;AB Anheuser Busch Inc
6024294450267683709;Distilled Spirits;CROWN RUSSE VODKA 80 PROOF 1 LTR;Distilled Spirits;Core;Vodka;Crown Russe Vodka;Sazerac ABA
4358073711598485427;Wine;LOBO OAK KNOLL CHARDONNAY 2020;Wine > 14 %;Discontinued;White Wine;Lobo Oak Knoll Chardonnay;Palmateer Wine Group
5512633192987069442;Wine;MARGARETT'S VINEYARD CHARDONNAY 2020;Wine < 14 %;Discontinued;White Wine;Margaretts Vineyard Chardonnay;Mcnab Ridge Winery
5690659570756728203;Package;ST PATRICKS HAZY IPA 4/6 CN;Package;;IPA;Saint Patrick's Hazy IPA;Saint Patrick's Brewing
3301635806043501640;Package;BODDINGTONS 6/4/16 CN;Package;Discontinued;Ale;Boddingtons Pub Ale;AB Anheuser Busch Inc
4996310715263583256;Package;WILD LEAP BIRTHDAY MONTH 2021 LATTE DIPA 6/4/16OZ CN;Package;Discontinued;IPA;Wild Leap Birthday Month 2021 Hop Latte Double IPA;Wild Leap Brewing Co
6010043378999094692;Package;MELVIN BONITA BONITA IPA 16OZ CN;Package;Core;Ale;Melvin Bonita Bonita Pale Ale;Melvin Brewing Co
5764101054526110378;Draft;GREEN MAN IPA 1/6 KEG;Draft;Core;Pale Ale;Green Man IPA;Green Man Brewing
622561197572189669;Package;WILD LEAP SIDE BAE CITRA SIMCO DIPA 4/6 CN;Package;In&Out;IPA;Wild Leap Side Bae Citra Simco Double IPA;Wild Leap Brewing Co
1224065679965777012;Wine;LES CAILLOUX WHITE 2020;Wine < 14 %;Close Out;White Wine;Les Cailloux White;Vinovia Wine Group
7289174213600214181;Distilled Spirits;BARRELL BOURBON #030;Distilled Spirits;Discontinued;Bourbon Whiskey;Barrell Bourbon #030;Barrell Craft Spirits
3457403355231325215;Non-Alcohol;GOOD2GROW ORGANIC LOW SUGAR GRAPE 12/6 NR;Non Alcohol;Core;Juice & Tea;Good2Grow Organic Low Sugar Grape;Good2Grow
1210931783685871104;Distilled Spirits;RM ROSE GOOD NEIGHBOR PEACH LEMON WHISKEY 750 ML;Distilled Spirits-Domest;Core;Other Spirits;R M Rose Good Neighbor Peach Lemon Whiskey;R M Rose
4201035382490638667;Wine;FRANCOIS VILLARD CROZES HERMITAGE CERTITUDE ROUGE 2018;Wine < 14 %;Discontinued;Red Wine;Francois Villard Crozes Hermitage Certitude Rouge;Scott Levy
2879706436832337972;Package;NB VOODOO RANGER FRUIT FORCE IPA 4/6 CN;Package;Core;IPA;New Belgium Voodoo Ranger Fruit Force;NB New Belgium
6661788515180380726;Distilled Spirits;PLATINUM 7X VODKA 48/100ML 80PF;Distilled Spirits;;Vodka;Platinum 7X Vodka;Sazerac Spirits
5981566886445755658;Non-Alcohol;ALANI ENERGY CHERRY SLUSH 24PK CN;Non Alcohol;Core;Energy;Alani Nu Energy Cherry Slush;Congo Brands
7340726178348072539;Distilled Spirits;NATURAL LIGHT VODKA STRAW LEMONADE 10/1.69OZ NR;Allocated Spirits;Core;Vodka;Natural Light Vodka Strawberry Lemonade;AB Anheuser Busch Inc
3747125803820280377;Draft;NB VOODOO RANGER 1985 IPA 1/6 KEG;Draft;In&Out;Pale Ale;New Belgium Voodoo Ranger 1985 IPA;NB New Belgium
5150034477745928594;Distilled Spirits;DRINKWORKS WANDERING VINE LEMON BUBBLY 12/4/50ML;Distilled Spirits;Core;Ready-to-Drink;Drinkworks Wandering Vine Lemon Bubbly;AB Drinkworks
3439548596116803104;Distilled Spirits;BOOT HILL RED EYE 750ML;Distilled Spirits;Close Out;Other Spirits;Boot Hill Red Eye;Boot Hill Distillery LLC
6217366559810422145;Distilled Spirits;CENZON REPOSADO 100% AGAVE 6/750ML 80PF;Distilled Spirits;;Tequila / Mezcal;Cenzon Reposado 100% Agave Tequila;Sazerac Spirits
5157465995318528349;Package;YUENGLING B & T 4/6/12 LN;Package;Core;Lager;Yuengling Black & Tan;Yuengling
5013263382527932535;Distilled Spirits;YUKON JACK PERMA FROST SCHNAPPS 12/750ML 100PF;Distilled Spirits;;Liqueurs & Cordials;Yukon Jack Perma Frost Schnapps;Sazerac Spirits
6028787835573701741;Package;BOLD ROCK INDIA PRESSED APPLE 4/6/12 LNNR;Package;Core;Other Package;Bold Rock India Pressed Apple Hard Cider;Bold Rock Hard Cider
6708164277435307924;Distilled Spirits;MILES GIN 12/750ML 80PF;Distilled Spirits;;Gin;Miles Gin;Sazerac Spirits
4096674745769638743;Distilled Spirits;ROKNAR MARYLAND STYLE RYE;Distilled Spirits;Specialty;Other Spirits;Roknar Maryland Style Rye;Far North Spirits
9163112278528293308;Draft;OUTRUN FOOD COURT FANTASY HARD SELTZER 1/2 KEG;Draft;In&Out;Other Draft;Outrun Food Court Fantasy Fruited Hard Seltzer;Outrun Brewing Company
5555726850145389086;Wine;FRANZIA REFRESHERS STRAWBERRY ROSE;Wine < 14 %;Discontinued;Rosé Wine;Franzia Refreshers Strawberry Rose;National - The Wine Group
6517869563203578851;Wine;NOLA GRACE CABERNET SAUVIGNON 16 L KEY KEG;Wine < 14 %;Core;Red Wine;Nola Grace Cabernet Sauvignon;Scotto Cellars
4655343393186360847;Distilled Spirits;CALYPSO SPICED RUM 6/1.75L 70PF;Distilled Spirits;;Rum;Calypso Spiced Rum;Sazerac Spirits
9180802099561073342;Wine;SCHILD ESTATE GMS 2016;Wine > 14 %;Discontinued;Red Wine;Schild Estate Gsm;Schild Estate
8992486460502692117;Wine;COMMUNION PINOT NOIR 2016;Wine > 14 %;Close Out;Red Wine;Communion Pinot Noir;Miller Family Wine Company
4734484030504080314;Distilled Spirits;DR MCGILLICUDDY'S MENTHOL MINT 12/750ML 48PF;Distilled Spirits;;Liqueurs & Cordials;Dr McGillicuddy's Menthol Mint Schnapps;Sazerac Spirits
3842331783741319724;Draft;MONDAY NIGHT BREW TEARS OF MY ENEMIES APPLE BRANDY 1/6 KEG;Draft;In&Out;Stout & Porter;Monday Night Tears Of My Enemies Apple Brandy;Monday Night Brewing
5160166954692614303;Distilled Spirits;BUFFALO TRACE BBN NW LIQOUR MAX 12/750ML 90PF- 246;Allocated Spirits;Allocated;Bourbon Whiskey;Buffalo Trace Kentucky Straight Bourbon Whiskey;Sazerac Spirits
778463230462011213;Distilled Spirits;CANE RUN GOLD RUM 12/750ML 151PF;Distilled Spirits;;Rum;Cane Run Gold Rum;Sazerac Spirits
2062153312252877687;Package;MONDAY NIGHT BREWING ASTRONOMICAL ARUGULA HAZY DIPA 6/4 16OZ CN;Package;In&Out;IPA;Monday Night Brewing Astronomical Arugula Hazy DIPA;Monday Night Brewing
7695321043397013149;Distilled Spirits;OLD HARBOR SAN MIGUEL SOUTHWESTERN GIN;Distilled Spirits;Discontinued;Gin;Old Harbor San Miguel Southwestern Gin;Skubic Enterprises
3731769518626035371;Package;LOUD LEMON ISLAND JAM LEMONADE 12/16 CN;Package;Core;Other Package;Loud Lemon Island Jam Spiked Sparkling Lemonade;Loud Lemon Beverages
3577828056264066370;Distilled Spirits;BUFFALO TRACE BBN NW VETERANS LIQUOR 12/750ML 90PF - 260;Allocated Spirits;Allocated;Bourbon Whiskey;Buffalo Trace Kentucky Straight Bourbon Whiskey;Sazerac Spirits
8097885993875840000;Distilled Spirits;BARRELL Z1C6 - SPRAYBERRY BOTTLE SHOP;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
5431320339936926270;Wine;TRUTH BE TOLD CABERNET SAUVIGNON 2019;Wine > 14 %;Discontinued;Red Wine;Truth be Told Cabernet Sauvignon;Truth Be Told Winery
2747716861711781618;Distilled Spirits;FIREFLY WHITE LIGHTING 12/750ML 100.7PF;Distilled Spirits;;Other Spirits;Firefly White Lightning Moonshine;Sazerac Spirits
6455645215140355801;Distilled Spirits;CORAZON REPOSADO TEQ - PINEY LIQUORS 6/750ML 80PF - 116;Distilled Spirits;Allocated;Tequila / Mezcal;Corazon SB Reposado Tequila;Sazerac Spirits
6383005069999670135;Wine;TRE DONNE D'ARC ROSSO DONNA BRUNNA NV;Wine < 14 %;Specialty;Red Wine;Tre Donne D'Arc Rosso Donna Brunna;Small Vineyards
8005146956938198994;Package;WILD LEAP COAST WEST 22 DIPA 4/6 CN;Package;In&Out;IPA;Wild Leap Coast West 22;Wild Leap Brewing Co
2105198076600518240;Package;99 HARD SELTZER VARIETY 6/4/12;Package;Core;Other Package;99 Hard Seltzer-Malt;Sazerac ABA
1545226588188244833;Draft;GREEN MAN ESB 1/6 KEG;Draft;Core;Pale Ale;Green Man ESB;Green Man Brewing
2423322500086935615;Draft;CHIHUAHUA RICO 1/6 KEG;Draft;Discontinued;Lager / Pilsner;Chihuahua Cerveza Rico;Chihuahua Brewing Company
7452292148027441601;Package;MICHELOB AMBER BOCK 4/6/12 LN;Package;Core;Lager;Michelob Amber Bock;AB Anheuser Busch Inc
8506705168217212084;Package;BUD LIGHT LEMONADE 15/25 CN;Package;Core;Lager;Bud Light Lemonade;AB Anheuser Busch Inc
6202304594320302523;Package;LAZY MAGNOLIA VANILLA PECAN 4/6/12 LN;Package;Core;Ale;Lazy Magnolia Vanilla Pecan Brown Ale;Lazy Magnolia Brewing Co
8567728643763604698;Package;REFORMATION ORANGE ZILLA IPA 4PK 16OZ CN;Package;In&Out;IPA;Reformation Orange Zilla Milkshake IPA;Reformation Brewery
7905132459616426002;Package;BLACK TOOTH 307 LAGER 4/6 CAN;Package;Discontinued;Lager;Black Tooth 307 Lager;Black Tooth Brewing Company
5122182472962281709;Distilled Spirits;RY3 TOASTED BARREL - DAVECO;Distilled Spirits;Private Label;Other Spirits;Ry3 Toasted Single Barrel;Phenomenal Spirits, Inc.
5257239870886406947;Package;ELYSIAN PUMPKIN VP 2/12/12 LN;Package;Fall Seasonal;Other Package;Elysian Pumpkin Variety;AB Anheuser Busch Inc
7297159894755983419;Wine;50 HARVEST 2014;Wine < 14 %;Close Out;Red Wine;J Mcclelland Cabernet Sauvignon;Scotto Cellars
5505360184591305796;Wine;BLACK BOX MONTEREY CHARDONNAY 500ML (BTL);Wine < 14 %;Discontinued;White Wine;Black Box Chardonnay;National - Gallo
1802298242553499974;Distilled Spirits;BARRELL AQ69 - TOTAL WINE;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
6385663071784751187;Package;REFORMATION A COLD ONE 97.1 PILSNER 4PK 16OZ CN;Package;Discontinued;Lager;Reformation A Cold One 97.1 Pilsner;Reformation Brewery
7430277951469477107;Wine;BARREL BURNER CABERNET SAUVIGNON 2020;Wine > 14 %;Close Out;White Wine;Barrel Burner Chardonnay;Miller Family Wine Company
2110791918218736494;Distilled Spirits;TSMOORE CABERNET SAUVIGNON FINISH BOURBON 6/750ML 95.4PFPF;Distilled Spirits;Allocated;Bourbon Whiskey;Thomas S. Moore Chardonnay Cask Finish Bourbon;Sazerac Spirits
5665338100398005980;Distilled Spirits;BACKSTAGE CINNAPEPPER WHISKEY;Distilled Spirits;Close Out;Other Spirits;Backstage Cinnapepper Whiskey;Palmetto Distillery
6717068881728629148;Distilled Spirits;DEVILS BACKBONE RTD TROPICAL SMASH 6/4/12 CN;Distilled Spirits-RTD;Core;Ready-to-Drink;Devils Backbone Tropical Smash;AB Anheuser Busch Inc
8033657998062115115;Wine;CHATEAU BEYCHEVELLE 2019;Wine < 14 %;Clearing;Red Wine;Chateau Beychevelle - Scott Levy;Scott Levy
5527435643913038410;Draft;KONA BIG WAVE 1/2 KEG;Draft;Core;;Kona Big Wave Golden Ale;AB Anheuser Busch Inc
6487899029723891236;Wine;CLOS DU BOIS CAB 750ML (BTL);Wine < 14 %;Discontinued;Red Wine;Clos Du Bois Cab;National - Gallo
8140266313055477407;Package;DESCHUTES BREWING FRESH SQUEEZED IPA 4/6 CN;Package;Core;IPA;Deschutes Brewing Fresh Squeezed IPA;Deschutes Brewing Company
7924633532618394474;Package;STELLA ARTOIS MIDNIGHT LAGER 4/6/11.2 LN;Package;;Lager;Stella Midnight Lager;AB Anheuser Busch Inc
4174554472435998421;Draft;SOUTHERN BREWING CO PANAMA CITY SUNSET 1/6 KEG;Draft;In&Out;Sour / Wild Ale;Southern Brewing Company Panama City Sunset;Southern Brewing Co
3665194058210202067;Distilled Spirits;PARROT BAY SPICED RUM 6/1.75L PET 70PF;Distilled Spirits;;Rum;Parrot Bay Spiced Rum;Sazerac Spirits
8949643820687925582;Wine;LION'S HEAD NAPA VALLEY CABERNET SAUVIGNON 2012;Wine > 14 %;Discontinued;Red Wine;Lion's Head Napa Valley Cabernet Sauvignon;Rutledge & Vine, LLC
5296624866837919406;Wine;MURDOCH HILL CHARDONNAY 2021;Wine < 14 %;Discontinued;White Wine;Murdoch Hill Chardonnay;Legend Imports
1412306633846884685;Draft;SLOW POUR PEACH TO THE CHOIR 1/4 KEG;Draft;In&Out;Other Draft;Slow Pour Peachin' To The Choir;Slow Pour Brewing Co
1713687428344872708;Package;NARRAGANSETT DELS SHANDY VARIETY PACK 2/12/12 CN;Package;Discontinued;Other Package;Narragansett Dels Shandy Variety Pack;Narragansett Brewing Co
2740597607106207030;Wine;RUGGERI ROSE PROSECCO 2020;Wine < 14 %;Discontinued;Rosé Wine;Ruggeri Rose Prosecco;Winesu
3053401063941882835;Wine;PAVAO VINHO VERDE NV;Wine < 14 %;Core;White Wine;Pavao Vinho Verde;Sarmento's Imports
8565343670130549649;Distilled Spirits;CROWN RUSSE VODKA 80 PROOF 200ML;Distilled Spirits;Core;Vodka;Crown Russe Vodka;Sazerac ABA
8911276459413481620;Package;STELLA ARTOIS 4/6/16 CN;Package;Discontinued;Lager;Stella Artois;AB Anheuser Busch Inc
1915408473934781154;Distilled Spirits;PAPPY VAN WINKLE FAMILY RESERVE 23YR BOURBON 3/750ML 95.6PF;Distilled Spirits;Allocated;Bourbon Whiskey;Old Rip Van Winkle 10YR Kentucky Bourbon Whiskey;Sazerac Spirits
5310530555333250418;Package;OMISSION IPA 4/6/12 LN;Package;Core;IPA;Omission IPA;AB Anheuser Busch Inc
1160694262343569779;Distilled Spirits;DI AMORE RASPBERRY 12/750ML 42PF;Distilled Spirits;;Liqueurs & Cordials;Di Amore Raspberry;Sazerac Spirits
4316754869291008434;Non-Alcohol;NESQUIK FROOT LOOPS 12/14 NR;Non Alcohol;Core;Dairy beverage;Nesquik Froot Loops Milk;Nestle
5844176166824199755;Package;ISLAND LEMONADA 4/6 CN;Package;Discontinued;Specialty;Island Lemonada;American Beverage Holdings
6225238864803825736;Wine;TOM GORE CHARDONNAY 750ML (BTL);Wine < 14 %;Discontinued;White Wine;Tom Gore Chardonnay;National - Cbi
1898957098427782614;Package;WILD LEAP VACANZA BANANA LIME COCONUT GOSE 4/6 CN;Package;In&Out;Gose;Wild Leap Vacanza Banana Lime Coconut Gose;Wild Leap Brewing Co
4469770260456288434;Wine;JORDANOV VRANEC 2020;Wine < 14 %;Discontinued;Red Wine;Jordanov Vranec;Small Vineyards
1241852778522241988;Draft;BLACK TOOTH SADDLE BRONC BROWN 1/2 BBL;Draft;;;Black Tooth Saddle Bronc Brown;Black Tooth Brewing Company
4544533756546850590;Draft;DESCHUTES BREWING FRESH HAZE IPA 13.2 GAL;Draft;Core;Pale Ale;Deschutes Brewing Fresh Haze IPA;Deschutes Brewing Company
2456009452228050070;Wine;GRANDS PERIPLES MARGAUX 2018;Wine < 14 %;Discontinued;Red Wine;Grands Periples Margaux;Vinovia Wine Group
2944129538774772695;Package;BELL'S OBERON ALE CANS 2/12 CN;Package;Core;Wheat Beer;Bell's Oberon Ale;NB Bell's Brewery
1922209554379395449;Distilled Spirits;THE FIGHTING 69TH - GREEN'S;Distilled Spirits;In&Out;Irish Whiskey;The Fighting 69th - Single Barrel;Sixty Nine Regiment Brands
5491699177411762111;Distilled Spirits;BARRELL V906 - TOTAL WINE;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
7226607294422187172;Wine;CORTE ALLA FLORA BRUNELLO DI MONTALCINO 2016;Wine < 14 %;Core;Red Wine;Corte Alla Flora Brunello di Montalcino;Corte Alla Flora
